ProviderName,LicenseType,ProviderType,ProviderTypeDescription,QualityRating,QualityRatingDescription,ProviderCapacity,PhysicalCity,PhysicalZipCode,CountyNumber,CountyName,PhoneNumber,HoursofOperation,DaysofOperation
Andrews Headstart Program,LICENSED,4,Center,1,Low,50,QUITMAN,39355,12,CLARKE,601-849-1978,12 PM - 12 PM,M TH 
Angel  Nguyen,LICENSED,4,Center,0,Not Rated,30,ENTERPRISE,39330,12,CLARKE,601-849-6888,1 PM - 2 AM,T TH F
Jacqueline Moxley,UNLICENSED,6,Relative In-Home,0,Not Rated,5,QUITMAN,39355,12,CLARKE,601-854-5510,9 AM - 1 PM,
Janet Peterson,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,QUITMAN,39355,12,CLARKE,601-859-3094,11 AM - 3 AM,M TH F
Jean Denise Espedal,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,QUITMAN,39355,12,CLARKE,601-883-9859,9 AM - 4 PM,M W 
Angela Lyn Harvick,LICENSED,3,Group Home,0,Not Rated,30,QUITMAN,39355,12,CLARKE,601-888-3431,1 PM - 12 PM,T TH F
Jewel Anthony-Rolling,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,SHUBUTA,39360,12,CLARKE,601-922-8088,10 AM - 2 AM,M TH 
Angelica  Arellano,LICENSED,3,Group Home,0,Not Rated,40,QUITMAN,39355,12,CLARKE,601-922-8841,2 PM - 10 AM,M W 
Jonna Allen,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,SHUBUTA,39360,12,CLARKE,601-935-1335,3 PM - 2 PM,M T TH 
Joyce  Clack,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,QUITMAN,39355,12,CLARKE,601-941-5808,2 PM - 2 AM,T 
Judi Oliver,UNLICENSED,6,Relative In-Home,0,Not Rated,5,SHUBUTA,39360,12,CLARKE,601-948-1622,12 PM - 11 AM,M W 
Judy Martin,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,STONEWALL,39363,12,CLARKE,601-955-2000,10 AM - 4 PM,T W F
Kaylan Williams,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,HEIDELBERG,39439,12,CLARKE,662-236-4574,1 PM - 12 PM,T TH F
Kayleigh Black,UNLICENSED,6,Relative In-Home,0,Not Rated,5,HEIDELBERG,39439,12,CLARKE,662-236-5976,9 AM - 5 AM,M F
Leslie Ann Robles,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,WAYNESBORO,39367,12,CLARKE,662-332-3328,12 PM - 1 PM,M W F
Ludivina Blanca Tavarez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,SHUBUTA,39360,12,CLARKE,662-365-5372,2 PM - 4 PM,
Maria Eliza Ximenez,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,QUITMAN,39355,12,CLARKE,662-446-6237,10 AM - 7 AM,T TH 
Mary  King,UNLICENSED,6,Relative In-Home,0,Not Rated,5,QUITMAN,39355,12,CLARKE,662-537-4022,12 PM - 8 AM,T TH F
Barbara Jean McKinney,LICENSED,4,Center,0,Not Rated,50,QUITMAN,39355,12,CLARKE,662-561-0400,11 AM - 7 AM,T W TH F
Micaela Lara,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,STONEWALL,39363,12,CLARKE,662-571-8792,10 AM - 9 AM,M W TH F
Patricia Arguelles,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,QUITMAN,39355,12,CLARKE,662-653-3643,11 AM - 8 AM,TH 
Patricia Bivins,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,QUITMAN,39355,12,CLARKE,662-653-3952,3 PM - 9 AM,T W TH F
Patricia Chairez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,QUITMAN,39355,12,CLARKE,662-653-3986,9 AM - 6 AM,M F
Patricia Clemente,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,QUITMAN,39355,12,CLARKE,662-653-3986,10 AM - 11 AM,M TH F
Patricia Cooks,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,QUITMAN,39355,12,CLARKE,662-653-4146,12 PM - 2 PM,T TH 
Regina Carr,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,QUITMAN,39355,12,CLARKE,662-743-0084,10 AM - 9 AM,M T 
Robin Erica Hewlett,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,VOSSBURG,39366,12,CLARKE,662-755-2915,1 PM - 2 AM,W 
Rochelle  Abercrombie,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,SHUBUTA,39360,12,CLARKE,662-756-4169,4 PM - 5 AM,TH 
Sharon Menifee,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,SHUBUTA,39360,12,CLARKE,662-931-3056,9 AM - 11 AM,
Sherry L Maddoux,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,STONEWALL,39363,12,CLARKE,769-208-8086,11 AM - 5 PM,T W TH 
Donna Chometa,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,PORT GIBSON,39150,11,CLAIBORNE,601-596-2539,3 PM - 8 AM,M TH F
Irene S Meza,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,LORMAN,39096,11,CLAIBORNE,601-829-2978,3 PM - 2 AM,M 
Isabelita Gonzalez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,PORT GIBSON,39150,11,CLAIBORNE,601-835-5660,4 PM - 11 AM,T TH F
Iva Mullican,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PORT GIBSON,39150,11,CLAIBORNE,601-847-0327,3 PM - 3 AM,M T W 
Andrea's Angels Two,LICENSED,4,Center,0,Not Rated,39,PORT GIBSON,39150,11,CLAIBORNE,601-847-1906,10 AM - 9 AM,
Jackie A Key,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,PORT GIBSON,39150,11,CLAIBORNE,601-847-8222,3 PM - 3 PM,M T W TH F
Jamie Cook,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,PORT GIBSON,39150,11,CLAIBORNE,601-857-2881,4 PM - 11 AM,M T W TH F
Jamie Hunt,UNLICENSED,6,Relative In-Home,0,Not Rated,5,HERMANVILLE,39086,11,CLAIBORNE,601-857-5365,3 PM - 2 AM,T W F
Jamie Long,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,PORT GIBSON,39150,11,CLAIBORNE,601-857-6114,1 PM - 2 PM,M TH F
Angel Learning Center,LICENSED,4,Center,3,Good,114,PORT GIBSON,39150,11,CLAIBORNE,601-859-0632,4 PM - 5 PM,T W TH F
Jane Bonham,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,PORT GIBSON,39150,11,CLAIBORNE,601-859-0800,4 PM - 5 PM,F
Janet Gomes,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PORT GIBSON,39150,11,CLAIBORNE,601-859-2226,12 PM - 5 PM,M TH F
Janice  Griffin,UNLICENSED,6,Relative In-Home,0,Not Rated,10,PATTISON,39144,11,CLAIBORNE,601-859-9962,12 PM - 2 AM,T W TH F
Janice  Richards,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,PORT GIBSON,39150,11,CLAIBORNE,601-866-2888,4 PM - 2 PM,M T W TH F
Angela Duffey,LICENSED,3,Group Home,0,Not Rated,81,PORT GIBSON,39150,11,CLAIBORNE,601-876-2828,10 AM - 4 AM,
Janis Eileen Moore,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,LORMAN,39096,11,CLAIBORNE,601-876-9763,10 AM - 1 PM,T W TH 
Jasmine Foots,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,HERMANVILLE,39086,11,CLAIBORNE,601-879-4338,4 PM - 7 AM,M W TH F
Jayashree Doreswamy,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,PORT GIBSON,39150,11,CLAIBORNE,601-880-3735,3 PM - 11 AM,M W TH 
Jennifer   Smith,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,HERMANVILLE,39086,11,CLAIBORNE,601-888-3744,12 PM - 6 AM,F
Jennifer Denise Taylor,UNLICENSED,6,Relative In-Home,0,Not Rated,5,PORT GIBSON,39150,11,CLAIBORNE,601-892-7726,9 AM - 12 PM,M T TH 
Angela Steward,LICENSED,3,Group Home,0,Not Rated,5,PORT GIBSON,39150,11,CLAIBORNE,601-898-0045,12 PM - 4 AM,M T TH F
Jenniffer Moore,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PATTISON,39144,11,CLAIBORNE,601-909-2549,9 AM - 1 PM,M T W TH 
Jessica  Frazier,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,PORT GIBSON,39150,11,CLAIBORNE,601-917-8693,12 PM - 5 AM,T W TH F
Jessica Ayala,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,PORT GIBSON,39150,11,CLAIBORNE,601-918-6528,9 AM - 5 AM,T W TH 
Jodi Brown,UNLICENSED,6,Relative In-Home,0,Not Rated,5,PORT GIBSON,39150,11,CLAIBORNE,601-927-5696,1 PM - 12 PM,M TH F
Jolesia  Williams,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PORT GIBSON,39150,11,CLAIBORNE,601-934-4176,9 AM - 1 PM,M TH F
Josefina Gilbert,UNLICENSED,6,Relative In-Home,0,Not Rated,5,PORT GIBSON,39150,11,CLAIBORNE,601-938-2104,3 PM - 11 AM,M TH F
Juana  Medina,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PATTISON,39144,11,CLAIBORNE,601-944-9857,4 PM - 8 AM,M W TH F
Juanita  Meza,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,PATTISON,39144,11,CLAIBORNE,601-947-4774,12 PM - 6 AM,T TH F
Judy K Luker,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,PATTISON,39144,11,CLAIBORNE,601-953-8508,10 AM - 2 AM,M T F
Linda Hubbard,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PATTISON,39144,11,CLAIBORNE,662-335-3054,1 PM - 11 AM,M 
Lorrie Meneses Aguilar,UNLICENSED,6,Relative In-Home,0,Not Rated,5,PORT GIBSON,39150,11,CLAIBORNE,662-361-0690,2 PM - 1 PM,T TH 
Lynn Robertson,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PORT GIBSON,39150,11,CLAIBORNE,662-378-5359,4 PM - 1 PM,M F
Austin Eco Bilingual School,LICENSED,4,Center,4,Very Good,81,PORT GIBSON,39150,11,CLAIBORNE,662-392-6132,9 AM - 12 PM,T 
Balderrama Day Care,LICENSED,4,Center,0,Not Rated,30,PORT GIBSON,39150,11,CLAIBORNE,662-528-4213,1 PM - 10 AM,T W 
Mary Garcia,UNLICENSED,6,Relative In-Home,0,Not Rated,5,PORT GIBSON,39150,11,CLAIBORNE,662-537-7242,9 AM - 3 AM,M T W F
Nahida Syed,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,HERMANVILLE,39086,11,CLAIBORNE,662-592-0690,10 AM - 3 PM,M T W TH 
Paul  Hogg,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,PORT GIBSON,39150,11,CLAIBORNE,662-686-4627,11 AM - 10 AM,M T W 
Pengcheng Liang,UNLICENSED,6,Relative In-Home,0,Not Rated,5,PORT GIBSON,39150,11,CLAIBORNE,662-703-1044,12 PM - 9 AM,M T W TH F
Rhonda McCollom,UNLICENSED,6,Relative In-Home,0,Not Rated,5,PORT GIBSON,39150,11,CLAIBORNE,662-746-5706,1 PM - 7 AM,M 
Sally  Emerson,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,PORT GIBSON,39150,11,CLAIBORNE,662-827-2827,11 AM - 3 AM,W TH 
Sandra Silvas,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PORT GIBSON,39150,11,CLAIBORNE,662-836-6343,11 AM - 3 AM,M F
Birmingham Elementary Alphabest,LICENSED,2,Slot Contractor,0,Not Rated,80,PORT GIBSON,39150,11,CLAIBORNE,662-840-1466,2 PM - 2 AM,F
Sonia Del Cid,UNLICENSED,6,Relative In-Home,0,Not Rated,5,PORT GIBSON,39150,11,CLAIBORNE,769-355-2234,9 AM - 8 AM,M T F
Borchardt Elementary YMCA,LICENSED,4,Center,1,Low,39,PORT GIBSON,39150,11,CLAIBORNE,601-259-1450,4 PM - 8 AM,W F
Jacqueline Ayers,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MC COOL,39108,10,CHOCTAW,601-852-9484,1 PM - 2 PM,M W 
Angel Steps,LICENSED,4,Center,2,Average,60,WEIR,39772,10,CHOCTAW,601-859-7224,9 AM - 4 AM,M F
Jessica Ann Garcia,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MC COOL,39108,10,CHOCTAW,601-918-5739,4 PM - 4 AM,M T W F
Josefa Cantu Ortiz,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,ACKERMAN,39735,10,CHOCTAW,601-938-0923,1 PM - 7 AM,M T W TH 
Margarita  Martinez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,ACKERMAN,39735,10,CHOCTAW,662-383-5533,4 PM - 4 AM,T TH F
Natascha Prueitt,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,ACKERMAN,39735,10,CHOCTAW,662-609-7861,4 PM - 4 PM,T W F
Opal Mills,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,WEIR,39772,10,CHOCTAW,662-634-3049,10 AM - 4 AM,TH F
Anderson Elementary AlphaBEST,LICENSED,4,Center,0,Not Rated,26,OKOLONA,38860,9,CHICKASAW,601-828-9380,2 PM - 8 AM,M W TH 
Anderson High Extend-A-Care,LICENSED,4,Center,0,Not Rated,30,OKOLONA,38860,9,CHICKASAW,601-831-5283,3 PM - 6 AM,T TH 
Irma De Loa,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,HOUSTON,38851,9,CHICKASAW,601-832-4556,4 PM - 11 AM,M W TH F
Andrea D. Rogers,LICENSED,4,Center,1,Low,50,OKOLONA,38860,9,CHICKASAW,601-832-9115,1 PM - 5 AM,M T W TH 
Irma R Madrid,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,HOUSTON,38851,9,CHICKASAW,601-833-6127,3 PM - 8 AM,T F
Irma Villa,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,HOUSTON,38851,9,CHICKASAW,601-833-8934,4 PM - 5 PM,W 
Isabel Fontana,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,HOUSTON,38851,9,CHICKASAW,601-835-1462,12 PM - 9 AM,M TH F
Anel Talavera,LICENSED,4,Center,1,Low,99,HOUSTON,38851,9,CHICKASAW,601-849-4062,1 PM - 4 AM,
Jacqueline  Thomas,UNLICENSED,6,Relative In-Home,0,Not Rated,5,HOUSTON,38851,9,CHICKASAW,601-850-8950,12 PM - 9 AM,M W TH F
Angel Gay Vance,LICENSED,4,Center,0,Not Rated,41,HOUSTON,38851,9,CHICKASAW,601-855-7378,12 PM - 4 PM,W F
Angel Land Preschool @ North Richland Hills Baptist Church,LICENSED,4,Center,0,Not Rated,12,HOUSTON,38851,9,CHICKASAW,601-856-9782,10 AM - 5 AM,M W TH F
Jamie Lay,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,HOUSTON,38851,9,CHICKASAW,601-857-5621,12 PM - 8 AM,M W TH 
Janice Hatley,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,HOUSTON,38851,9,CHICKASAW,601-868-2303,1 PM - 1 PM,M TH F
Janis Simmons,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,WOODLAND,39776,9,CHICKASAW,601-877-3836,12 PM - 4 AM,T W TH F
Jean Wood,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,HOUSTON,38851,9,CHICKASAW,601-885-7063,10 AM - 7 AM,M T W TH 
Jennifer Dorothy Russell,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,HOULKA,38850,9,CHICKASAW,601-892-8911,4 PM - 2 PM,M W F
Jennifer McLean,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,HOUSTON,38851,9,CHICKASAW,601-896-6047,10 AM - 12 PM,M TH F
Jennifer Roberts,UNLICENSED,6,Relative In-Home,0,Not Rated,5,HOUSTON,38851,9,CHICKASAW,601-900-5691,4 PM - 5 PM,M T 
Jessica Leftault,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,HOUSTON,38851,9,CHICKASAW,601-922-1451,2 PM - 4 AM,T 
Jessica Marie Gomez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,OKOLONA,38860,9,CHICKASAW,601-922-3693,4 PM - 6 AM,
Angeleena Noel Jaramillo,LICENSED,3,Group Home,0,Not Rated,41,HOUSTON,38851,9,CHICKASAW,601-922-8210,4 PM - 8 AM,M T W 
Angelica M. Tardy,LICENSED,3,Group Home,0,Not Rated,16,OKOLONA,38860,9,CHICKASAW,601-923-5555,12 PM - 1 PM,M F
Angells Home Preschool,LICENSED,4,Center,0,Not Rated,72,OKOLONA,38860,9,CHICKASAW,601-927-8852,11 AM - 5 PM,M T TH F
"Angels R"" Wee Learning Center""",LICENSED,4,Center,0,Not Rated,50,OKOLONA,38860,9,CHICKASAW,601-934-4844,4 PM - 6 AM,TH F
Angies Daycare,LICENSED,4,Center,0,Not Rated,40,HOUSTON,38851,9,CHICKASAW,601-953-1907,10 AM - 4 AM,M TH F
Maria Concepcion Herrera,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,HOUSTON,38851,9,CHICKASAW,662-400-9039,12 PM - 3 PM,W 
Mitzy Rebollar,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,HOULKA,38850,9,CHICKASAW,662-590-3694,1 PM - 5 PM,W F
Bertha Salas,LICENSED,4,Center,0,Not Rated,15,HOULKA,38850,9,CHICKASAW,662-746-3088,10 AM - 10 AM,TH F
Blue Elephant Learning Center,LICENSED,4,Center,0,Not Rated,12,HOUSTON,38851,9,CHICKASAW,769-216-9134,11 AM - 4 PM,
Shirley Williams,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,HOUSTON,38851,9,CHICKASAW,769-233-7324,1 PM - 3 AM,M W F
Irene Parr,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,VAIDEN,39176,8,CARROLL,601-826-2442,11 AM - 11 AM,T 
Jackie  Tillman,UNLICENSED,6,Relative In-Home,0,Not Rated,5,VAIDEN,39176,8,CARROLL,601-847-5242,10 AM - 10 AM,F
Modesia Rena Sander,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,GREENWOOD,38930,8,CARROLL,662-590-3781,9 AM - 2 AM,M T W 
Ngoc Dat Thi Nguyen,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,COILA,38923,8,CARROLL,662-621-1049,9 AM - 12 PM,W TH 
Ora  Walker,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,VAIDEN,39176,8,CARROLL,662-639-2743,12 PM - 3 AM,T W F
Angels Care and Learning Center,LICENSED,4,Center,0,Not Rated,39,CALHOUN CITY,38916,7,CALHOUN,601-938-0923,10 AM - 4 PM,M T 
Josy Johnson,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,PITTSBORO,38951,7,CALHOUN,601-939-7429,12 PM - 5 PM,W TH F
Ashleigh George,LICENSED,4,Center,0,Not Rated,30,BRUCE,38915,7,CALHOUN,662-336-5804,2 PM - 8 AM,T 
ASYMCA @ Taylor Creek,LICENSED,2,Slot Contractor,0,Not Rated,45,CALHOUN CITY,38916,7,CALHOUN,662-369-4110,10 AM - 5 AM,M T W 
Bay Le,LICENSED,4,Center,0,Not Rated,45,BRUCE,38915,7,CALHOUN,662-590-3672,3 PM - 3 PM,W F
Bear Hugs Child Care,LICENSED,4,Center,0,Not Rated,34,CALHOUN CITY,38916,7,CALHOUN,662-624-4242,4 PM - 11 AM,T W F
Nonnia  Hill,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CALHOUN CITY,38916,7,CALHOUN,662-627-3133,11 AM - 12 PM,M T F
Rebecca Webb,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,BRUCE,38915,7,CALHOUN,662-741-2072,3 PM - 3 PM,W F
Big Brother and Little Sister Child Care Learning Center,LICENSED,4,Center,0,Not Rated,72,BRUCE,38915,7,CALHOUN,662-834-0173,12 PM - 6 AM,T F
BISD Community Services - STARS Mina Elementary School,LICENSED,2,Slot Contractor,0,Not Rated,15,DERMA,38839,7,CALHOUN,662-843-2168,3 PM - 4 AM,W TH F
Sylvia  Hassan,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,DERMA,38839,7,CALHOUN,228-875-0713,2 PM - 1 PM,T W TH F
Cheri Carroll,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,ROSEDALE,38769,6,BOLIVAR,601-415-4556,3 PM - 3 AM,M W TH 
Irene Ebene,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,CLEVELAND,38732,6,BOLIVAR,601-825-4642,12 PM - 10 AM,M W TH F
Irene Gomez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,ROSEDALE,38769,6,BOLIVAR,601-825-7951,1 PM - 2 AM,TH 
Irene Rodriguez,UNLICENSED,6,Relative In-Home,0,Not Rated,5,SHELBY,38774,6,BOLIVAR,601-826-5770,10 AM - 3 PM,M T F
Irma  Guillory,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,ROSEDALE,38769,6,BOLIVAR,601-832-0589,10 AM - 7 AM,W 
Irma Irene Suchil,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,CLEVELAND,38732,6,BOLIVAR,601-832-8047,10 AM - 6 AM,T TH F
Irma Paz,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,DUNCAN,38740,6,BOLIVAR,601-833-2743,10 AM - 2 PM,W TH F
Isabel Asker,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MOUND BAYOU,38762,6,BOLIVAR,601-835-1343,4 PM - 2 AM,T W TH 
Isabel Hunt,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,ROSEDALE,38769,6,BOLIVAR,601-835-1934,4 PM - 4 AM,T F
Isabelle  Mboussi,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,SHELBY,38774,6,BOLIVAR,601-842-2173,11 AM - 7 AM,M TH F
Isioma Odum,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,CLEVELAND,38732,6,BOLIVAR,601-842-3122,9 AM - 10 AM,M W 
Islande Paulin-Obas,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,CLEVELAND,38732,6,BOLIVAR,601-845-4915,12 PM - 11 AM,M T W F
J Jesus Rodriguez Hernandez,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,CLEVELAND,38732,6,BOLIVAR,601-847-5011,4 PM - 12 PM,M W F
Andrew  Davis,LICENSED,4,Center,0,Not Rated,22,MOUND BAYOU,38762,6,BOLIVAR,601-849-0483,12 PM - 2 AM,M TH F
Jackie Chisenhall,UNLICENSED,6,Relative In-Home,0,Not Rated,5,DUNCAN,38740,6,BOLIVAR,601-849-3202,9 AM - 1 PM,M T 
Jacqueline Johnson,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,ROSEDALE,38769,6,BOLIVAR,601-853-7678,9 AM - 5 AM,M T F
Jacqueline Y Armenta,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,ROSEDALE,38769,6,BOLIVAR,601-855-0857,12 PM - 5 AM,T W F
Jacquelyn  Hightower,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,BENOIT,38725,6,BOLIVAR,601-855-2193,2 PM - 7 AM,M F
Jamal  Ganamo,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,ROSEDALE,38769,6,BOLIVAR,601-857-0224,11 AM - 4 AM,W TH 
Jan Cox,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,SHELBY,38774,6,BOLIVAR,601-859-0657,12 PM - 10 AM,
Janel Lapp,UNLICENSED,6,Relative In-Home,0,Not Rated,5,CLEVELAND,38732,6,BOLIVAR,601-859-1985,3 PM - 4 PM,T 
Janelle Tyler,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,SHELBY,38774,6,BOLIVAR,601-859-2006,4 PM - 8 AM,M T W TH 
JaNet Gettys,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MOUND BAYOU,38762,6,BOLIVAR,601-859-2178,1 PM - 2 PM,
Janet Lynne Lunday,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,SHELBY,38774,6,BOLIVAR,601-859-2880,4 PM - 4 AM,M T TH F
Janet Solosko,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MOUND BAYOU,38762,6,BOLIVAR,601-859-8524,2 PM - 5 PM,W TH 
Janice  Hatten,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,SHELBY,38774,6,BOLIVAR,601-862-3878,3 PM - 12 PM,M W F
Janice Rholes Keeton,UNLICENSED,6,Relative In-Home,0,Not Rated,5,MOUND BAYOU,38762,6,BOLIVAR,601-874-5810,2 PM - 9 AM,M W TH 
Janie Galan,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,ROSEDALE,38769,6,BOLIVAR,601-876-5922,3 PM - 8 AM,W 
Janie Vasquez,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,CLEVELAND,38732,6,BOLIVAR,601-876-9480,4 PM - 4 PM,M W F
Jeanette Marie Zoeller,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,MOUND BAYOU,38762,6,BOLIVAR,601-886-7182,10 AM - 2 AM,W TH F
Jeannette Shafer,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,CLEVELAND,38732,6,BOLIVAR,601-886-7663,3 PM - 11 AM,W TH F
Jeannie Baker,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,SHELBY,38774,6,BOLIVAR,601-886-9932,1 PM - 4 AM,M T 
Jenlizbeth Risien,UNLICENSED,7,Non-Relative Out-of-Home,0,Not Rated,5,GUNNISON,38746,6,BOLIVAR,601-887-9084,2 PM - 2 AM,M W TH 
Jenni Diggs,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,CLEVELAND,38732,6,BOLIVAR,601-888-3400,11 AM - 2 AM,M F
Jennifer  Luman,UNLICENSED,6,Relative In-Home,0,Not Rated,5,GUNNISON,38746,6,BOLIVAR,601-888-4309,3 PM - 12 PM,
Jennifer Britt,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,SHELBY,38774,6,BOLIVAR,601-892-2271,12 PM - 11 AM,M W TH F
Jennifer Broadway,UNLICENSED,6,Relative In-Home,0,Not Rated,6,ROSEDALE,38769,6,BOLIVAR,601-892-2371,11 AM - 3 AM,W TH F
Jennifer Darnell,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,MOUND BAYOU,38762,6,BOLIVAR,601-892-3172,9 AM - 4 PM,T W TH 
Jennifer Dawn Ring,UNLICENSED,5,Non-Relative In-Home,0,Not Rated,5,CLEVELAND,38732,6,BOLIVAR,601-892-6128,3 PM - 5 AM,W F
Angela Montoya,LICENSED,3,Group Home,0,Not Rated,40,CLEVELAND,38732,6,BOLIVAR,601-892-8311,4 PM - 4 PM,W TH 
Jennifer Hayes,UNLICENSED,8,Relative Out-of-Home,0,Not Rated,5,ROSEDALE,38769,6,BOLIVAR,601-894-3115,1 PM - 12 PM,M T W TH 
